关卡,蓝球,红球,绿球,黄球,紫球,总行数,石头,雪块,炸弹,彩虹球,燃烧瓶,蓝分裂球,红分裂球,绿分裂球,黄分裂球,紫分裂球,钥匙,锁定球,收集目标1,收集目标2,发射球数量,通关率
255,11,21,19,30,10,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
256,9,21,26,15,19,11,1,2,1,0,2,0,0,0,0,0,0,0,G:10,雪球:2,28,97.0%
257,10,26,23,20,12,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
258,11,24,20,12,24,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
259,21,27,10,15,17,11,1,2,1,0,2,0,0,0,0,0,0,0,23,雪球:2,31,85.5%
260,14,28,12,23,13,11,1,2,1,0,2,0,0,0,0,0,0,0,R:11,雪球:2,29,97.0%
261,22,17,16,12,23,11,1,1,1,1,2,0,0,0,0,0,0,0,24,雪球:1,30,90.4%
262,22,26,9,24,10,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
263,12,23,22,11,23,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
264,24,19,26,9,12,11,1,2,1,0,2,0,0,0,0,0,0,0,P:5,雪球:2,27,97.0%
265,12,24,18,28,9,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
266,10,21,26,13,20,11,1,2,1,0,2,0,0,0,0,0,0,0,24,雪球:2,32,86.5%
267,9,24,24,22,12,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
268,9,26,20,15,20,11,1,2,1,0,2,0,0,0,0,0,0,0,Y:6,雪球:2,28,97.0%
269,20,19,17,13,22,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
270,11,27,16,24,12,11,1,1,1,1,2,0,0,0,0,0,0,0,24,雪球:1,30,90.4%
271,24,15,17,11,24,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
272,24,24,10,22,10,11,1,2,1,0,2,0,0,0,0,0,0,0,B:9,雪球:2,28,97.0%
273,12,24,20,10,24,11,1,2,1,0,2,0,0,0,0,0,0,0,24,雪球:2,32,86.6%
274,22,21,26,10,12,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
275,13,22,15,30,11,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
276,9,21,24,15,21,11,1,2,1,0,2,0,0,0,0,0,0,0,G:9,雪球:2,28,97.0%
277,10,24,22,23,12,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
278,11,25,20,11,24,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
279,21,27,12,13,17,11,1,1,1,1,2,0,0,0,0,0,0,0,24,雪球:1,30,90.5%
280,14,27,12,24,13,11,1,2,1,0,2,0,0,0,0,0,0,0,R:10,雪球:2,29,97.0%
281,23,16,19,12,21,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.0%
282,24,26,10,22,9,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.1%
283,13,20,22,11,25,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.1%
284,21,20,26,10,13,11,1,2,1,0,2,0,0,0,0,0,0,0,P:5,雪球:2,27,97.0%
285,12,23,20,26,10,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.1%
286,11,21,25,14,20,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.1%
287,11,23,23,23,10,11,1,2,1,0,2,0,0,0,0,0,0,0,24,雪球:2,32,86.6%
288,8,26,17,15,23,11,1,2,1,1,2,0,0,0,0,0,0,0,Y:6,雪球:2,27,97.0%
289,16,21,18,13,23,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.1%
290,12,28,16,23,12,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.1%
291,23,16,18,10,24,11,1,1,1,0,2,0,0,0,0,0,0,0,24,雪球:1,31,88.1%
292,23,27,10,20,10,11,1,2,1,0,2,0,0,0,0,0,0,0,B:9,雪球:2,28,97.0%
293,15,27,22,10,25,12,1,1,1,0,2,0,0,0,0,0,0,0,26,雪球:1,32,86.0%
294,25,23,26,12,12,12,1,2,1,0,2,0,0,0,0,0,0,0,26,雪球:2,32,80.8%
295,10,24,21,32,12,12,1,1,1,0,2,0,0,0,0,0,0,0,26,雪球:1,32,86.0%
296,10,22,28,16,22,12,1,2,1,0,2,0,0,0,0,0,0,0,G:11,雪球:2,29,97.0%
297,12,28,25,22,11,12,1,1,1,1,2,0,0,0,0,0,0,0,26,雪球:1,31,88.4%
298,12,27,18,15,27,12,1,1,1,0,2,0,0,0,0,0,0,0,26,雪球:1,32,86.0%
299,24,28,12,16,19,12,1,1,1,0,2,0,0,0,0,0,0,0,26,雪球:1,32,86.0%
300,15,30,13,25,15,12,1,2,1,0,2,0,0,0,0,0,0,0,R:11,雪球:2,29,97.0%
301,22,16,18,12,27,12,0,2,1,0,0,0,0,2,0,0,2,2,G:13,雪球:2,30,87.4%
302,27,25,10,27,8,12,0,1,0,0,0,2,0,0,0,0,2,2,B:16,雪球:1,30,80.0%
303,9,27,21,12,28,12,0,1,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:1,29,87.0%
304,25,24,25,9,13,12,0,2,0,0,0,0,0,0,0,2,2,2,P:11,雪球:2,30,87.2%
305,13,25,16,30,12,12,1,1,0,0,0,0,2,0,0,0,2,2,R:16,雪球:1,31,80.4%
306,10,25,27,12,22,12,0,1,0,1,0,0,0,2,0,0,2,2,G:16,雪球:1,30,86.8%
307,13,27,25,22,10,12,0,1,0,0,0,2,0,0,0,0,2,2,B:11,雪球:1,29,88.8%
308,10,27,21,13,24,12,0,2,1,0,0,0,0,0,2,0,2,2,Y:11,雪球:2,30,91.6%
309,22,22,20,15,18,12,0,1,0,0,0,0,0,0,0,2,2,2,P:13,雪球:1,30,87.6%
310,12,31,13,24,16,12,1,1,0,0,0,0,2,0,0,0,2,2,R:18,雪球:1,31,74.6%
311,24,16,22,10,25,12,0,1,0,0,0,0,0,2,0,0,2,2,G:15,雪球:1,30,80.8%
312,27,28,10,26,5,12,0,2,0,0,0,2,0,0,0,0,2,2,B:16,雪球:2,31,78.6%
313,12,27,19,12,27,12,0,1,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:1,29,87.1%
314,24,24,24,12,13,12,0,1,0,0,0,0,0,0,0,2,2,2,P:11,雪球:1,29,88.8%
315,10,24,14,32,13,12,1,2,1,1,0,0,2,0,0,0,2,2,R:15,雪球:2,31,90.4%
316,10,25,25,14,22,12,0,2,0,0,0,0,0,2,0,0,2,2,G:16,雪球:2,31,76.7%
317,10,25,25,24,13,12,0,1,0,0,0,2,0,0,0,0,2,2,B:10,雪球:1,29,89.5%
318,9,27,19,15,27,12,0,1,0,0,0,0,0,0,2,0,2,2,Y:12,雪球:1,29,85.8%
319,25,27,15,13,17,12,0,1,0,0,0,0,0,0,0,2,2,2,P:13,雪球:1,30,86.4%
320,13,29,13,24,16,12,1,2,0,0,0,0,2,0,0,0,2,2,R:17,雪球:2,32,77.3%
321,22,18,22,10,25,12,0,1,0,0,0,0,0,2,0,0,2,2,G:15,雪球:1,30,80.8%
322,26,24,12,24,9,12,0,2,1,0,0,2,0,0,0,0,2,2,B:16,雪球:2,31,83.2%
323,14,24,24,10,25,12,0,1,0,0,0,0,0,0,2,0,2,2,Y:10,雪球:1,29,89.5%
324,25,20,25,12,13,12,0,2,0,1,0,0,0,0,0,2,2,2,P:11,雪球:2,30,92.6%
325,12,25,19,28,12,12,1,1,0,0,0,0,2,0,0,0,2,2,R:16,雪球:1,31,80.5%
326,12,24,28,13,20,12,0,1,0,0,0,0,0,2,0,0,2,2,G:17,雪球:1,31,79.8%
327,13,25,25,22,12,12,0,1,0,0,0,2,0,0,0,0,2,2,B:11,雪球:1,29,88.9%
328,9,25,20,15,27,12,0,2,0,0,0,0,0,0,2,0,2,2,Y:12,雪球:2,30,84.3%
329,20,19,19,13,24,12,0,2,1,0,0,0,0,0,0,2,2,2,P:15,雪球:2,31,86.6%
330,14,31,13,25,13,12,1,1,0,0,0,0,2,0,0,0,2,2,R:18,雪球:1,31,74.7%
331,24,18,21,10,24,12,0,1,0,0,0,0,0,2,0,0,2,2,G:14,雪球:1,30,85.6%
332,24,27,10,25,10,12,0,2,0,0,0,2,0,0,0,0,2,2,B:15,雪球:2,31,81.5%
333,13,25,25,11,22,12,0,1,0,1,0,0,0,0,2,0,2,2,Y:11,雪球:1,29,91.0%
334,22,22,27,12,13,12,0,2,0,0,0,0,0,0,0,2,2,2,P:11,雪球:2,30,87.3%
335,9,27,20,29,10,12,1,2,0,0,0,0,2,0,0,0,2,2,R:16,雪球:2,32,81.0%
336,12,25,27,15,15,12,0,3,1,0,0,0,0,2,0,0,2,2,G:16,雪球:2,31,82.6%
337,12,24,24,23,13,12,0,2,0,0,0,2,0,0,0,0,2,2,B:11,雪球:2,30,85.5%
338,12,25,22,12,25,12,0,2,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:2,30,85.5%
339,24,25,12,16,19,12,0,2,0,0,0,0,0,0,0,2,2,2,P:13,雪球:2,31,87.3%
340,13,29,17,24,12,12,1,2,0,0,0,0,2,0,0,0,2,2,R:17,雪球:2,32,77.4%
341,24,15,20,13,24,12,0,2,0,0,0,0,0,2,0,0,2,2,G:14,雪球:2,31,83.0%
342,25,25,10,25,10,12,0,2,0,1,0,2,0,0,0,0,2,2,B:16,雪球:2,31,83.7%
343,12,25,22,9,27,12,0,2,1,0,0,0,0,0,2,0,2,2,Y:10,雪球:2,30,90.2%
344,24,21,27,9,15,12,0,2,0,0,0,0,0,0,0,2,2,2,P:12,雪球:2,30,84.3%
345,10,27,18,28,12,12,1,2,0,0,0,0,2,0,0,0,2,2,R:16,雪球:2,32,81.0%
346,12,24,28,13,19,12,0,2,0,0,0,0,0,2,0,0,2,2,G:17,雪球:2,31,73.9%
347,10,25,25,24,12,12,0,2,0,0,0,2,0,0,0,0,2,2,B:10,雪球:2,30,88.0%
348,12,27,22,13,22,12,0,2,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:2,30,87.3%
349,22,18,17,15,24,12,0,2,0,0,0,0,0,0,0,2,2,2,P:15,雪球:2,31,81.6%
350,12,28,17,24,13,12,1,2,1,0,0,0,2,0,0,0,2,2,R:17,雪球:2,32,81.9%
351,25,15,21,13,21,12,0,2,0,1,0,0,0,2,0,0,2,2,G:14,雪球:2,31,89.9%
352,22,25,12,27,10,12,0,2,0,0,0,2,0,0,0,0,2,2,B:15,雪球:2,31,79.5%
353,13,25,22,12,24,12,0,2,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:2,30,85.6%
354,24,20,25,12,15,12,0,2,0,0,0,0,0,0,0,2,2,2,P:12,雪球:2,30,84.4%
355,10,25,20,28,12,12,1,2,0,0,0,0,2,0,0,0,2,2,R:16,雪球:2,32,79.2%
356,10,24,25,16,21,12,0,2,0,0,0,0,0,2,0,0,2,2,G:16,雪球:2,31,76.9%
357,9,24,24,25,13,12,0,2,1,0,0,2,0,0,0,0,2,2,B:10,雪球:2,30,90.2%
358,12,28,21,13,22,12,0,2,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:2,30,87.4%
359,22,29,10,14,21,12,0,2,0,0,0,0,0,0,0,2,2,2,P:14,雪球:2,31,84.1%
360,16,28,15,22,13,12,1,2,0,1,0,0,2,0,0,0,2,2,R:17,雪球:2,32,83.2%
361,27,15,19,13,22,12,0,2,0,0,0,0,0,2,0,0,2,2,G:14,雪球:2,31,81.8%
362,24,28,10,24,10,12,0,2,0,0,0,2,0,0,0,0,2,2,B:15,雪球:2,31,81.7%
363,15,20,24,12,25,12,0,2,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:2,30,85.6%
364,25,21,26,10,12,12,0,3,1,0,0,0,0,0,0,2,2,2,P:11,雪球:2,30,89.0%
365,13,25,20,27,10,12,1,2,0,0,0,0,2,0,0,0,2,2,R:16,雪球:2,32,79.3%
366,12,21,27,16,20,12,0,2,0,0,0,0,0,2,0,0,2,2,G:16,雪球:2,31,78.9%
367,9,27,24,23,13,12,0,2,0,0,0,2,0,0,0,0,2,2,B:10,雪球:2,30,85.6%
368,10,27,21,16,22,12,0,2,0,0,0,0,0,0,2,0,2,2,Y:12,雪球:2,30,85.8%
369,18,22,16,15,24,12,0,2,0,1,0,0,0,0,0,2,2,2,P:15,雪球:2,31,87.9%
370,13,28,16,25,13,12,1,2,0,0,0,0,2,0,0,0,2,2,R:17,雪球:2,32,76.6%
371,24,16,16,12,27,12,0,2,1,0,0,0,0,2,0,0,2,2,G:12,雪球:2,30,90.5%
372,21,29,12,24,10,12,0,2,0,0,0,2,0,0,0,0,2,2,B:14,雪球:2,31,84.2%
373,15,24,22,10,25,12,0,2,0,0,0,0,0,0,2,0,2,2,Y:10,雪球:2,30,88.1%
374,22,24,27,13,10,12,0,2,0,0,0,0,0,0,0,2,2,2,P:10,雪球:2,30,88.1%
375,10,27,21,27,10,12,1,2,0,0,0,0,2,0,0,0,2,2,R:16,雪球:2,32,81.2%
376,13,23,27,18,25,13,0,2,0,0,0,0,0,2,0,0,2,2,G:16,雪球:2,32,82.3%
377,12,29,27,24,14,13,0,2,0,0,0,2,0,0,0,0,2,2,B:11,雪球:2,31,88.4%
378,14,28,23,17,22,13,0,2,1,1,0,0,0,0,2,0,2,2,Y:13,雪球:2,31,93.6%
379,23,31,13,16,23,13,0,2,0,0,0,0,0,0,0,2,2,2,P:15,雪球:2,32,83.9%
380,16,31,15,28,15,13,1,2,0,0,0,0,2,0,0,0,2,2,R:18,雪球:2,33,77.4%
381,29,17,19,14,27,13,0,2,0,0,0,0,0,2,0,0,2,2,G:14,雪球:2,31,81.1%
382,27,31,12,24,12,13,0,2,0,0,0,2,0,0,0,0,2,2,B:17,雪球:2,32,77.0%
383,14,24,24,13,31,13,0,2,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:2,31,89.9%
384,22,27,29,12,16,13,0,2,0,0,0,0,0,0,0,2,2,2,P:12,雪球:2,31,88.6%
385,15,28,21,30,10,13,1,2,1,0,0,0,2,0,0,0,2,2,R:17,雪球:2,32,81.2%
386,13,25,27,16,25,13,0,2,0,0,0,0,0,2,0,0,2,2,G:17,雪球:2,32,77.0%
387,13,29,27,23,13,13,0,2,0,1,0,2,0,0,0,0,2,2,B:11,雪球:2,30,92.1%
388,13,27,25,16,25,13,0,2,0,0,0,0,0,0,2,0,2,2,Y:12,雪球:2,31,88.6%
389,19,25,21,16,25,13,0,2,0,0,0,0,0,0,0,2,2,2,P:16,雪球:2,32,80.6%
390,15,31,16,28,15,13,1,2,0,0,0,0,2,0,0,0,2,2,R:18,雪球:2,33,77.5%
391,27,19,19,14,27,13,0,2,0,0,0,0,0,2,0,0,2,2,G:14,雪球:2,31,81.1%
392,27,31,13,26,7,13,0,3,1,0,0,2,0,0,0,0,2,2,B:17,雪球:2,32,80.8%
393,16,26,20,13,31,13,0,2,0,0,0,0,0,0,2,0,2,2,Y:11,雪球:2,31,89.9%
394,24,27,29,12,14,13,0,2,0,0,0,0,0,0,0,2,2,2,P:12,雪球:2,31,85.9%
395,12,23,22,34,14,13,1,2,0,0,0,0,2,0,0,0,2,2,R:15,雪球:2,32,82.1%
396,14,25,24,15,27,13,0,2,0,1,0,0,0,2,0,0,2,2,G:15,雪球:2,31,87.3%
397,14,29,23,27,13,13,0,2,0,0,0,2,0,0,0,0,2,2,B:12,雪球:2,31,85.9%
398,13,29,19,16,29,13,0,2,0,0,0,0,0,0,2,0,2,2,Y:12,雪球:2,31,88.6%
399,22,32,16,12,23,13,0,2,1,0,0,0,0,0,0,2,2,2,P:15,雪球:2,31,85.2%
400,15,30,16,29,15,13,1,2,0,0,0,0,2,0,0,0,2,2,R:18,雪球:2,33,76.7%
401,25,17,22,15,23,13,1,2,1,0,2,0,0,2,0,0,2,2,G:15,雪球:2,33,87.3%
402,27,27,10,28,10,13,1,2,1,0,2,2,0,0,0,0,2,2,B:17,雪球:2,33,82.2%
403,14,24,27,10,27,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:10,雪球:2,31,91.3%
404,23,20,30,12,17,13,1,2,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,32,88.7%
405,12,28,19,32,10,13,1,2,1,1,2,0,2,0,0,0,2,2,R:17,雪球:2,33,88.5%
406,14,23,30,15,20,13,1,2,1,0,2,0,0,2,0,0,2,2,G:18,雪球:2,33,79.7%
407,10,23,29,28,12,13,1,2,1,0,2,2,0,0,0,0,2,2,B:10,雪球:2,31,91.3%
408,10,30,24,15,23,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,32,91.1%
409,20,20,18,17,27,13,1,2,1,0,2,0,0,0,0,2,2,2,P:17,雪球:2,33,82.2%
410,14,31,18,25,14,13,1,2,1,0,2,0,2,0,0,0,2,2,R:18,雪球:2,33,80.6%
411,28,17,23,12,22,13,1,2,1,0,2,0,0,2,0,0,2,2,G:15,雪球:2,33,88.2%
412,27,28,12,23,12,13,1,2,1,0,2,2,0,0,0,0,2,2,B:17,雪球:2,33,82.2%
413,14,28,23,12,25,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,32,91.9%
414,25,21,27,14,14,13,1,2,1,1,2,0,0,0,0,2,2,2,P:12,雪球:2,32,94.1%
415,15,27,17,33,10,13,1,2,1,0,2,0,2,0,0,0,2,2,R:17,雪球:2,33,82.3%
416,10,23,28,19,22,13,1,2,1,0,2,0,0,2,0,0,2,2,G:17,雪球:2,33,83.1%
417,10,27,25,25,15,13,1,2,1,0,2,2,0,0,0,0,2,2,B:10,雪球:2,32,93.5%
418,14,30,17,15,26,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,32,91.1%
419,23,32,10,15,22,13,1,2,1,0,2,0,0,0,0,2,2,2,P:15,雪球:2,33,87.4%
420,17,31,14,25,14,13,1,3,1,0,2,0,2,0,0,0,2,2,R:18,雪球:2,33,79.1%
421,28,15,22,15,22,13,1,2,1,0,2,0,0,2,0,0,2,2,G:15,雪球:2,33,87.4%
422,23,30,9,30,10,13,1,2,1,0,2,2,0,0,0,0,2,2,B:15,雪球:2,33,88.2%
423,15,23,27,14,22,13,1,2,1,1,2,0,0,0,2,0,2,2,Y:12,雪球:2,32,94.1%
424,28,22,28,10,14,13,1,2,1,0,2,0,0,0,0,2,2,2,P:12,雪球:2,32,90.0%
425,15,28,23,27,9,13,1,2,1,0,2,0,2,0,0,0,2,2,R:17,雪球:2,33,83.1%
426,14,22,30,17,19,13,1,2,1,0,2,0,0,2,0,0,2,2,G:18,雪球:2,33,79.8%
427,9,28,27,24,14,13,1,2,1,0,2,2,0,0,0,0,2,2,B:10,雪球:2,32,91.9%
428,10,30,23,19,20,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,32,86.1%
429,19,21,20,14,28,13,1,2,1,0,2,0,0,0,0,2,2,2,P:17,雪球:2,33,83.2%
430,14,30,17,26,15,13,1,2,1,0,2,0,2,0,0,0,2,2,R:18,雪球:2,33,79.8%
431,28,17,18,12,27,13,1,2,1,0,2,0,0,2,0,0,2,2,G:13,雪球:2,32,89.8%
432,24,30,12,23,12,13,1,2,1,1,2,2,0,0,0,0,2,2,B:15,雪球:2,32,91.1%
433,15,25,23,12,27,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,32,92.0%
434,23,27,28,12,12,13,1,2,1,0,2,0,0,0,0,2,2,2,P:11,雪球:2,32,92.0%
435,12,28,20,32,10,13,1,2,1,0,2,0,2,0,0,0,2,2,R:17,雪球:2,33,83.2%
436,12,23,25,17,25,13,1,2,1,0,2,0,0,2,0,0,2,2,G:16,雪球:2,33,85.4%
437,10,28,23,26,15,13,1,2,1,0,2,2,0,0,0,0,2,2,B:10,雪球:2,32,93.6%
438,14,27,21,15,25,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,32,91.2%
439,23,32,12,17,18,13,1,2,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,32,89.8%
440,17,31,10,29,15,13,1,2,1,0,2,0,2,0,0,0,2,2,R:18,雪球:2,33,80.7%
441,28,17,19,15,22,13,1,2,1,1,2,0,0,2,0,0,2,2,G:14,雪球:2,32,91.2%
442,27,28,10,25,12,13,1,2,1,0,2,2,0,0,0,0,2,2,B:17,雪球:2,33,82.4%
443,14,19,25,14,30,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,32,90.0%
444,22,23,30,10,17,13,1,2,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,32,88.8%
445,15,27,21,33,6,13,1,2,1,0,2,0,2,0,0,0,2,2,R:17,雪球:2,33,82.4%
446,14,21,27,17,23,13,1,2,1,0,2,0,0,2,0,0,2,2,G:17,雪球:2,33,82.4%
447,12,27,25,24,14,13,1,2,1,0,2,2,0,0,0,0,2,2,B:11,雪球:2,32,92.0%
448,10,28,23,17,23,13,1,3,1,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,32,87.6%
449,15,23,22,17,25,13,1,2,1,0,2,0,0,0,0,2,2,2,P:16,雪球:2,33,85.5%
450,14,32,16,27,12,13,1,2,1,1,2,0,2,0,0,0,2,2,R:19,雪球:2,33,82.7%
451,28,17,20,10,27,13,1,2,1,0,2,0,0,2,0,0,2,2,G:14,雪球:2,33,90.0%
452,27,30,12,21,12,13,1,2,1,0,2,2,0,0,0,0,2,2,B:17,雪球:2,33,82.4%
453,17,25,19,14,27,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,32,90.0%
454,23,25,28,12,14,13,1,2,1,0,2,0,0,0,0,2,2,2,P:12,雪球:2,32,90.0%
455,14,22,19,35,12,13,1,2,1,0,2,0,2,0,0,0,2,2,R:15,雪球:2,33,87.5%
456,12,22,25,18,25,13,1,2,1,0,2,0,0,2,0,0,2,2,G:16,雪球:2,33,85.5%
457,14,28,21,25,14,13,1,2,1,0,2,2,0,0,0,0,2,2,B:12,雪球:2,32,90.1%
458,14,27,17,14,30,13,1,2,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,32,90.1%
459,24,34,15,13,23,14,1,2,1,1,2,0,0,0,0,2,2,2,P:15,雪球:2,33,92.3%
460,17,31,14,30,17,14,1,3,1,0,2,0,2,0,0,0,2,2,R:18,雪球:2,34,82.4%
461,25,18,21,17,29,14,1,2,1,0,2,0,0,2,0,0,2,2,G:14,雪球:2,33,90.3%
462,23,34,13,29,10,14,1,3,1,0,2,2,0,0,0,0,2,2,B:15,雪球:2,33,86.5%
463,16,25,23,15,31,14,1,2,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,33,92.9%
464,31,19,32,11,16,14,1,3,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,88.8%
465,15,25,25,32,13,14,1,2,1,0,2,0,2,0,0,0,2,2,R:16,雪球:2,33,84.9%
466,13,25,31,17,24,14,1,2,1,0,2,0,0,2,0,0,2,2,G:18,雪球:2,34,83.7%
467,11,32,31,23,13,14,1,2,1,0,2,2,0,0,0,0,2,2,B:11,雪球:2,32,90.0%
468,11,32,20,18,27,14,1,3,1,1,2,0,0,0,2,0,2,2,Y:13,雪球:2,32,92.8%
469,21,25,23,15,25,14,1,3,1,0,2,0,0,0,0,2,2,2,P:16,雪球:2,33,83.6%
470,11,32,19,31,17,14,1,2,1,0,2,0,2,0,0,0,2,2,R:19,雪球:2,34,79.8%
471,27,18,21,13,31,14,1,2,1,0,2,0,0,2,0,0,2,2,G:14,雪球:2,33,90.3%
472,31,30,13,24,11,14,1,3,1,0,2,2,0,0,0,0,2,2,B:18,雪球:2,34,82.4%
473,17,32,17,13,31,14,1,2,1,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,32,92.7%
474,25,27,32,11,15,14,1,2,1,0,2,0,0,0,0,2,2,2,P:12,雪球:2,33,92.9%
475,13,25,23,34,15,14,1,2,1,0,2,0,2,0,0,0,2,2,R:16,雪球:2,33,84.9%
476,10,27,29,17,26,14,1,3,1,0,2,0,0,2,0,0,2,2,G:17,雪球:2,34,85.4%
477,15,29,29,25,11,14,1,2,1,1,2,2,0,0,0,0,2,2,B:12,雪球:2,32,94.7%
478,13,31,19,15,32,14,1,2,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,33,92.9%
479,28,34,13,17,18,14,1,2,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,91.8%
480,15,33,13,31,17,14,1,3,1,0,2,0,2,0,0,0,2,2,R:19,雪球:2,34,79.2%
481,25,18,23,15,29,14,1,2,1,0,2,0,0,2,0,0,2,2,G:15,雪球:2,33,87.8%
482,31,28,13,28,10,14,1,2,1,0,2,2,0,0,0,0,2,2,B:18,雪球:2,34,83.8%
483,15,26,23,13,32,14,1,3,1,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,32,91.8%
484,27,24,29,11,18,14,1,3,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,90.8%
485,15,29,23,32,11,14,1,2,1,0,2,0,2,0,0,0,2,2,R:17,雪球:2,34,86.7%
486,10,27,31,15,26,14,1,2,1,1,2,0,0,2,0,0,2,2,G:18,雪球:2,34,88.9%
487,11,29,31,24,15,14,1,2,1,0,2,2,0,0,0,0,2,2,B:11,雪球:2,32,90.0%
488,8,32,23,19,27,14,1,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,33,87.5%
489,22,21,24,16,27,14,1,2,1,0,2,0,0,0,0,2,2,2,P:17,雪球:2,34,85.3%
490,15,35,18,25,16,14,1,3,1,0,2,0,2,0,0,0,2,2,R:20,雪球:2,34,75.9%
491,29,19,25,10,27,14,1,2,1,0,2,0,0,2,0,0,2,2,G:16,雪球:2,34,88.0%
492,31,26,13,26,13,14,1,3,1,0,2,2,0,0,0,0,2,2,B:18,雪球:2,34,82.5%
493,15,32,21,13,29,14,1,2,1,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,32,92.8%
494,31,27,24,15,13,14,1,2,1,0,2,0,0,0,0,2,2,2,P:11,雪球:2,32,92.8%
495,15,28,17,34,15,14,1,2,1,1,2,0,2,0,0,0,2,2,R:17,雪球:2,34,90.8%
496,11,30,30,16,22,14,1,3,1,0,2,0,0,2,0,0,2,2,G:18,雪球:2,34,81.8%
497,13,30,27,23,16,14,1,3,1,0,2,2,0,0,0,0,2,2,B:11,雪球:2,33,93.8%
498,11,31,23,13,32,14,1,2,1,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,33,94.6%
499,28,32,15,17,18,14,1,2,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,91.9%
500,18,35,16,25,15,14,1,3,1,0,2,0,2,0,0,0,2,2,R:20,雪球:2,34,76.0%
501,29,21,23,13,26,14,0,2,0,0,2,0,0,2,0,0,2,2,G:15,雪球:2,33,85.2%
502,29,28,14,31,10,14,0,2,0,0,2,2,0,0,0,0,2,2,B:18,雪球:2,34,79.4%
503,16,29,28,11,28,14,0,2,0,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,32,87.6%
504,32,23,30,11,13,14,0,3,1,1,2,0,0,0,0,2,2,2,P:11,雪球:2,32,96.3%
505,16,31,19,32,13,14,1,2,0,0,2,0,2,0,0,0,2,2,R:18,雪球:2,34,79.2%
506,15,27,34,15,21,14,0,2,0,0,2,0,0,2,0,0,2,2,G:19,雪球:2,34,78.5%
