关卡,蓝球,红球,绿球,黄球,紫球,橙球,黑球,白球,总行数,石头,雪块,炸弹,彩虹球,燃烧瓶,蓝分裂球,红分裂球,绿分裂球,黄分裂球,紫分裂球,钥匙,锁定球,收集目标1,收集目标2,发射球数量,通关率,漩涡球,藤蔓精灵,虫洞对,黑洞,地雷,繁殖球,花苞球,精灵茧,透明球,晶光炮,风眼出口,毒液附着,冰凌附着,气泡护盾附着,蜘蛛,彩云,多精灵救援目标,彩虹棱镜球,关卡类型,玩法模式,单精灵救援,限时球,棋盘遮挡
113,0,37,15,16,15,15,0,0,15,0,16,0,0,1,0,0,0,0,0,0,0,R:37,雪球:16,18,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
114,0,15,37,15,15,15,0,0,15,0,16,0,0,1,0,0,1,0,0,0,0,G:42,雪球:16,18,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
115,0,15,15,38,15,16,0,0,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:38,雪球:16,20,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
116,0,0,15,37,15,15,15,0,15,0,16,0,0,2,0,0,0,0,0,0,0,Y:37,雪球:16,35,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
117,0,0,15,15,36,15,15,0,15,0,16,1,0,2,0,0,0,0,0,0,0,P:36,雪球:16,19,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
118,0,0,36,15,15,15,15,0,15,0,16,0,0,2,0,0,1,0,0,0,0,G:41,雪球:16,21,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
119,0,0,15,36,14,14,15,0,15,0,16,0,0,2,0,0,0,0,0,0,0,Y:36,雪球:16,27,63.6%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
120,0,0,15,15,36,14,14,0,15,0,16,0,0,2,0,0,0,0,1,0,0,P:41,雪球:16,19,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
121,0,0,0,38,15,16,15,15,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:38,雪球:16,18,78.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
122,0,0,0,15,37,15,16,15,15,0,16,0,0,1,0,0,0,0,0,0,0,P:37,雪球:16,34,76.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
123,0,0,0,37,15,15,15,16,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:37,雪球:16,18,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
124,0,0,0,15,37,15,15,15,15,0,16,0,0,1,0,0,0,0,1,0,0,P:42,雪球:16,20,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
125,0,0,0,28,11,12,12,11,15,0,16,0,0,0,0,0,0,0,0,0,0,Y:28,雪球:16,33,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,kelu,0,none
126,37,0,0,0,15,15,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:37,雪球:16,24,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
127,15,0,0,0,36,15,15,15,15,0,16,1,0,2,0,0,0,0,0,0,0,P:36,雪球:16,23,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
128,36,0,0,0,15,15,15,15,15,0,16,0,0,2,1,0,0,0,0,0,0,B:41,雪球:16,26,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
129,14,0,0,0,36,14,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,P:36,雪球:16,20,63.6%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
130,36,0,0,0,14,14,15,15,15,0,16,0,0,2,1,0,0,0,0,0,0,B:41,雪球:16,27,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,2,per_attempt_no_repeat
131,38,16,0,0,0,15,15,15,15,0,16,0,0,1,0,0,0,0,0,0,0,B:38,雪球:16,23,78.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
132,15,37,0,0,0,16,15,15,15,0,16,0,0,1,0,0,0,0,0,0,0,R:37,雪球:16,20,76.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
133,37,15,0,0,0,15,16,15,15,0,16,0,0,1,0,0,0,0,0,0,0,B:37,雪球:16,18,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
134,15,37,0,0,0,15,15,15,15,0,16,0,0,1,0,1,0,0,0,0,0,R:42,雪球:16,24,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
135,38,16,0,0,0,15,15,15,15,0,16,0,0,1,0,0,0,0,0,0,0,B:38,雪球:16,27,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
136,37,15,15,0,0,0,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:37,雪球:16,19,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
137,15,36,15,0,0,0,15,15,15,0,16,1,0,2,0,0,0,0,0,0,0,R:36,雪球:16,25,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
138,15,15,36,0,0,0,15,15,15,0,16,0,0,2,0,0,1,0,0,0,0,G:41,雪球:16,22,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
139,36,14,15,0,0,0,15,14,15,0,16,0,0,2,0,0,0,0,0,0,0,B:36,雪球:16,22,63.6%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
140,14,36,14,0,0,0,15,15,15,0,16,0,0,2,0,1,0,0,0,0,0,R:41,雪球:16,32,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,3,per_attempt_no_repeat
141,35,14,14,14,0,0,0,14,15,0,16,0,0,0,1,0,0,0,0,1,10,B:40,雪球:16,24,78.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
142,11,28,12,11,0,0,0,11,15,0,16,0,0,0,0,0,0,0,0,0,0,R:28,雪球:16,33,76.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,yumi,0,none
143,14,14,35,14,0,0,0,14,15,0,16,0,0,0,0,0,1,0,0,1,10,G:40,雪球:16,28,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
144,14,14,14,34,0,0,0,14,15,0,16,0,0,0,0,0,0,1,0,1,10,Y:39,雪球:16,18,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
145,35,14,14,14,0,0,0,14,15,0,16,0,1,0,1,0,0,0,0,1,10,B:40,雪球:16,24,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
146,34,14,14,14,14,0,0,0,15,0,16,0,0,0,1,0,0,0,0,1,10,B:39,雪球:16,28,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
147,14,34,14,13,14,0,0,0,15,0,16,0,0,0,0,1,0,0,0,1,10,R:39,雪球:16,26,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
148,13,13,31,13,12,0,0,0,15,0,16,0,0,0,0,0,1,0,0,2,20,G:36,雪球:16,23,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
149,12,13,13,30,12,0,0,0,15,0,16,0,0,0,0,0,0,1,0,2,20,Y:35,雪球:16,38,63.6%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
150,12,12,13,13,30,0,0,0,15,0,16,0,0,0,0,0,0,0,1,2,20,P:35,雪球:16,20,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,4,per_attempt_no_repeat
151,0,14,14,35,14,14,0,0,15,0,16,0,0,0,0,0,0,1,0,1,10,Y:40,雪球:16,18,78.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
152,0,14,14,14,35,14,0,0,15,0,16,0,0,0,0,0,0,0,1,1,10,P:40,雪球:16,32,76.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
153,0,35,14,14,14,14,0,0,15,0,16,0,0,0,0,1,0,0,0,1,10,R:40,雪球:16,27,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
154,0,14,34,14,14,14,0,0,15,0,16,0,0,0,0,0,1,0,0,1,10,G:39,雪球:16,35,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
155,0,14,14,35,14,14,0,0,15,0,16,0,1,0,0,0,0,1,0,1,10,Y:40,雪球:16,25,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
156,0,0,14,14,34,14,14,0,15,0,16,0,0,0,0,0,0,0,1,1,10,P:39,雪球:16,32,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
157,0,0,34,13,14,14,14,0,15,0,16,0,0,0,0,0,1,0,0,1,10,G:39,雪球:16,32,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
158,0,0,13,31,12,13,13,0,15,0,16,0,0,0,0,0,0,1,0,2,20,Y:36,雪球:16,26,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
159,0,0,13,12,30,12,13,0,15,0,16,0,0,0,0,0,0,0,1,2,20,P:35,雪球:16,38,63.6%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
160,0,0,30,13,13,12,12,0,15,0,16,0,0,0,0,0,1,0,0,2,20,G:35,雪球:16,31,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
161,0,0,0,35,14,14,14,14,15,0,16,0,0,0,0,0,0,1,0,1,10,Y:40,雪球:16,24,78.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
162,0,0,0,14,35,14,14,14,15,0,16,0,0,0,0,0,0,0,1,1,10,P:40,雪球:16,35,76.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
163,0,0,0,28,11,11,11,12,15,0,16,0,0,0,0,0,0,0,0,0,0,Y:28,雪球:16,33,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,milu,0,none
164,0,0,0,14,34,14,14,14,15,0,16,0,0,0,0,0,0,0,1,1,10,P:39,雪球:16,26,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
165,0,0,0,35,14,14,14,14,15,0,16,0,1,0,0,0,0,1,0,1,10,Y:40,雪球:16,36,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
166,34,0,0,0,14,14,14,14,15,0,16,0,0,0,1,0,0,0,0,1,10,B:39,雪球:16,22,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
167,14,0,0,0,34,14,14,13,15,0,16,0,0,0,0,0,0,0,1,1,10,P:39,雪球:16,36,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
168,31,0,0,0,13,13,13,12,15,0,16,0,0,0,1,0,0,0,0,2,20,B:36,雪球:16,29,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
169,12,0,0,0,30,12,13,13,15,0,16,0,0,0,0,0,0,0,1,2,20,P:35,雪球:16,29,63.6%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
170,30,0,0,0,12,12,13,13,15,0,16,0,0,0,1,0,0,0,0,2,20,B:35,雪球:16,38,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,2,per_attempt_no_repeat
171,35,14,0,0,0,14,14,14,15,0,16,0,0,0,1,0,0,0,0,1,10,B:40,雪球:16,35,78.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
172,14,35,0,0,0,14,14,14,15,0,16,0,0,0,0,1,0,0,0,1,10,R:40,雪球:16,35,76.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
173,35,14,0,0,0,14,14,14,15,0,16,0,0,0,1,0,0,0,0,1,10,B:40,雪球:16,35,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
174,14,34,0,0,0,14,14,14,15,0,16,0,0,0,0,1,0,0,0,1,10,R:39,雪球:16,35,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
175,35,14,0,0,0,14,14,14,15,0,16,0,1,0,1,0,0,0,0,1,10,B:40,雪球:16,28,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
176,14,34,14,0,0,0,14,14,15,0,16,0,0,0,0,1,0,0,0,1,10,R:39,雪球:16,21,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
177,14,14,34,0,0,0,13,14,15,0,16,0,0,0,0,0,1,0,0,1,10,G:39,雪球:16,32,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
178,31,13,13,0,0,0,13,12,15,0,16,0,0,0,1,0,0,0,0,2,20,B:36,雪球:16,19,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
179,12,30,13,0,0,0,13,12,15,0,16,0,0,0,0,1,0,0,0,2,20,R:35,雪球:16,20,63.6%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
180,12,12,30,0,0,0,13,13,15,0,16,0,0,0,0,0,1,0,0,2,20,G:35,雪球:16,25,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,3,per_attempt_no_repeat
181,35,14,14,14,0,0,0,14,15,0,16,0,0,1,1,0,0,0,0,1,10,B:40,雪球:16,24,78.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
182,14,34,14,14,0,0,0,14,15,0,16,0,0,1,0,1,0,0,0,1,10,R:39,雪球:16,19,76.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
183,14,14,34,14,0,0,0,14,15,0,16,0,0,1,0,0,1,0,0,1,10,G:39,雪球:16,25,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
184,14,14,13,34,0,0,0,14,15,0,16,0,0,1,0,0,0,1,0,1,10,Y:39,雪球:16,27,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
185,34,14,14,14,0,0,0,14,15,0,16,0,0,2,1,0,0,0,0,1,10,B:39,雪球:16,33,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
186,27,11,11,12,11,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,B:27,雪球:16,33,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,lumi,0,none
187,14,33,14,13,14,0,0,0,15,0,16,0,0,2,0,1,0,0,0,1,10,R:38,雪球:16,34,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
188,13,13,30,12,12,0,0,0,15,0,16,0,0,2,0,0,1,0,0,2,20,G:35,雪球:16,28,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
189,12,12,12,30,12,0,0,0,15,0,16,0,0,2,0,0,0,1,0,2,20,Y:35,雪球:16,34,63.6%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
190,12,12,12,12,29,0,0,0,15,0,16,1,0,2,0,0,0,0,1,2,20,P:34,雪球:16,23,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,4,per_attempt_no_repeat
191,0,14,14,35,14,14,0,0,15,0,16,0,0,1,0,0,0,1,0,1,10,Y:40,雪球:16,20,78.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
192,0,14,14,14,34,14,0,0,15,0,16,0,0,1,0,0,0,0,1,1,10,P:39,雪球:16,32,76.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
193,0,34,14,14,14,14,0,0,15,0,16,0,0,1,0,1,0,0,0,1,10,R:39,雪球:16,24,74.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
194,0,14,34,13,14,14,0,0,15,0,16,0,0,1,0,0,1,0,0,1,10,G:39,雪球:16,36,72.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
195,0,14,14,34,14,14,0,0,15,0,16,0,0,2,0,0,0,1,0,1,10,Y:39,雪球:16,26,70.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
196,0,0,34,14,14,14,13,0,15,0,16,0,0,2,0,0,1,0,0,1,10,G:39,雪球:16,18,69.0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
197,0,0,13,33,14,14,14,0,15,0,16,0,0,2,0,0,0,1,0,1,10,Y:38,雪球:16,21,67.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
198,0,0,12,12,30,13,13,0,15,0,16,0,0,2,0,0,0,0,1,2,20,P:35,雪球:16,33,65.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
199,0,0,27,11,11,10,11,0,15,0,16,0,0,0,0,0,0,0,0,0,0,G:27,雪球:16,35,63.6%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,noya,0,none
200,0,0,12,29,12,12,12,0,15,0,16,1,0,2,0,0,0,1,0,2,20,Y:34,雪球:16,22,61.8%,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
201,0,0,0,36,15,16,16,16,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:36,雪球:16,20,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
202,0,0,0,16,35,15,16,16,15,0,16,0,0,1,0,0,0,0,0,0,0,P:35,雪球:16,35,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
203,0,0,0,35,16,16,15,16,15,0,16,1,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,35,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
204,0,0,0,16,35,16,16,15,15,0,16,0,0,1,0,0,0,0,0,0,0,P:35,雪球:16,20,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
205,0,0,0,35,15,16,16,16,15,1,16,0,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,23,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
206,35,0,0,0,15,15,16,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,18,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
207,16,0,0,0,35,15,15,15,15,0,16,1,0,2,0,0,0,0,0,0,0,P:35,雪球:16,19,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
208,35,0,0,0,16,15,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,24,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
209,15,0,0,0,33,15,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,P:33,雪球:16,20,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
210,33,0,0,0,14,14,15,15,15,1,16,1,0,2,0,0,0,0,0,0,0,B:33,雪球:16,20,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,2,per_attempt_no_repeat
211,36,16,0,0,0,16,16,15,15,0,16,0,0,1,0,0,0,0,0,0,0,B:36,雪球:16,28,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
212,15,35,0,0,0,16,16,16,15,0,16,0,0,1,0,0,0,0,0,0,0,R:35,雪球:16,25,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
213,35,16,0,0,0,15,16,16,15,0,16,1,0,1,0,0,0,0,0,0,0,B:35,雪球:16,20,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
214,16,35,0,0,0,16,15,16,15,0,16,0,0,1,0,0,0,0,0,0,0,R:35,雪球:16,20,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
215,35,16,0,0,0,16,16,15,15,1,16,0,0,1,0,0,0,0,0,0,0,B:35,雪球:16,26,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
216,15,15,35,0,0,0,16,15,15,0,16,0,0,2,0,0,0,0,0,0,0,G:35,雪球:16,18,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
217,35,15,15,0,0,0,15,16,15,0,16,1,0,2,0,0,0,0,0,0,0,B:35,雪球:16,26,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
218,16,35,15,0,0,0,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,R:35,雪球:16,28,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
219,15,15,33,0,0,0,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,G:33,雪球:16,35,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
220,33,14,14,0,0,0,15,15,15,1,16,1,0,2,0,0,0,0,0,0,0,B:33,雪球:16,28,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,3,per_attempt_no_repeat
221,36,16,16,16,0,0,0,15,15,0,16,0,0,1,0,0,0,0,0,0,0,B:36,雪球:16,35,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
222,15,35,16,16,0,0,0,16,15,0,16,0,0,1,0,0,0,0,0,0,0,R:35,雪球:16,26,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
223,16,15,35,16,0,0,0,16,15,0,16,1,0,1,0,0,0,0,0,0,0,G:35,雪球:16,18,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
